idDocumento,numDoc,folioDoc,folioUnico,origenFactura,tipoFactura,tipoDocAsociado,nomProveedor,rutProveedor,centroGestion,fechaSistema,fechaEmision,fechaEstimadaPago,fechaRecepSII,fechaRecepcion,moneda,montoTotal,estadoDoc,estadoAsociacion,estadoPago,estadoPagoSii,FechaIngreso,ConceptoCompras,Cliente,Proveedor,Honorario,Empleado,Cuenta,Cuenta 2,Centro,Unidad de Negocio,Estado,montoNeto,montoNoAfectoOExento
30805833,1417-180,1417-180,559,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,AMATISTA CONSULTORES SPA,76858097-9,1417 Marathon EU Viña,2025-06-12T02:56:15.16,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,UF,420046.0,Cancelada,No Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:11:05,Otros costos de explotación,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1417,Marathon EU Viña,Activo,352980.0,0.0
30806740,1418-75,1418-75,328,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,SERVIOS DE INGENIERIA CM LIMITADA,77497095-9,1418 Piso 8 Costanera Center,2025-06-12T09:56:19.83,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,22728466.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,12/11/2024 14:44:47,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1418,Piso 8 Costanera Center,Activo,19099551.0,0.0
30806780,1417-182,1417-182,2690,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ARIEL ANDRES DIAZ OPAZO,15411294-4,1417 Marathon EU Viña,2025-06-12T10:04:32.813,2025-06-11T00:00:00,2025-07-11T00:00:00,11-06-2025,2025-06-11T00:00:00,$,1190000.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,08/13/2024 19:14:21,Fletes / Retiro escombros,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1417,Marathon EU Viña,Activo,1000000.0,0.0
30808085,1418-76,1418-76,3472134,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-12T12:04:51.363,2025-06-11T00:00:00,2025-07-12T00:00:00,11-06-2025,2025-06-12T00:00:00,$,2202690.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1851000.0,0.0
30808190,1418-77,1418-77,3472137,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-12T12:11:27.543,2025-06-11T00:00:00,2025-07-12T00:00:00,11-06-2025,2025-06-12T00:00:00,$,440538.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,370200.0,0.0
30808214,1416-152,1416-152,3196,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MARILUZ AVILA VERA,10479545-5,1416 Santa Isabel MPV,2025-06-12T12:13:08.097,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,1844500.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,11/14/2024 14:28:55,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1416,SISA MPV,Activo,1550000.0,0.0
30808223,1418-78,1418-78,3472254,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-12T12:13:34.6,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,1982421.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1665900.0,0.0
30809154,1270-801,1270-801,29,Factura Electrónica (iHub),Factura Electrónica ,Recepción,NANCY MIRIAM RUIZ DIAZ,13735234-6,1270 Oficina ICC,2025-06-12T13:46:22.76,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,59500.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,12/30/2024 21:02:57,Art. varios oficina,N,S,S,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1270,Oficina Central,Activo,50000.0,0.0
30809405,1418-79,1418-79,76,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,VERGARA & CONTRUCCIONES SPA,77930442-6,1418 Piso 8 Costanera Center,2025-06-12T13:56:44.903,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,5087251.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:36,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1418,Piso 8 Costanera Center,Activo,4275001.0,0.0
30809429,1417-183,1417-183,176,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCTORA   FAS   SPA,77882438-8,1417 Marathon EU Viña,2025-06-12T13:57:42.647,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,15743092.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/29/2024 15:28:04,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,13229489.0,0.0
30810316,1411-214,1411-214,4197771,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,DARTEL S.A.,96806110-0,1411 Casino Inacap Valpo,2025-06-12T15:01:31.22,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,53658.0,Cancelada,No Asociada,Sin Pagos,DTE Pago Contado,05/06/2024 21:35:17,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1411,Casino Inacap Valpo,Activo,45091.0,0.0
30811292,1418-80,1418-80,6592331,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1418 Piso 8 Costanera Center,2025-06-12T16:24:42.947,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,299702.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,251850.0,0.0
30811941,1417-184,1417-184,87,Factura Electrónica (iHub),Factura Electrónica ,Recepción,INGENIERIA FEYGA SPA,77495277-2,1417 Marathon EU Viña,2025-06-12T17:01:50.643,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,5831000.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,02/26/2025 16:20:19,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,4900000.0,0.0
30813466,1417-185,1417-185,217492,Factura Electrónica (iHub),Factura Electrónica ,Recepción,STUDIO GROUP SPA,76927160-0,1417 Marathon EU Viña,2025-06-12T19:49:08.79,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,405679.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/06/2024 21:35:39,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,340907.0,0.0
30813828,1419-26,1419-26,19411065,Factura Electrónica (iHub),Factura Electrónica ,Recepción,IMPERIAL S.A.,76821330-5,1419 Jhonny Rockets Mall Plaza Norte,2025-06-12T21:31:52.13,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,307160.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:13,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1419,Jhonny Rocket Mall Plaza Norte,Activo,258118.0,0.0
30814249,1418-81,1418-81,2506657,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-06-12T22:54:39.26,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,421776.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,354434.0,0.0
30814252,1418-82,1418-82,2506658,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-06-12T22:54:46.277,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,301617.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,253460.0,0.0
30814277,1418-83,1418-83,2506656,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-06-12T22:55:14.007,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,699054.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,587440.0,0.0
30814516,1419-27,1419-27,139339861,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SODIMAC S.A.,96792430-K,1419 Jhonny Rockets Mall Plaza Norte,2025-06-12T23:51:43.923,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,77193.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:19,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1419,Jhonny Rocket Mall Plaza Norte,Activo,64868.0,0.0
30817002,1270-804,1270-804,214785,Factura Electrónica (iHub),Factura Electrónica ,Recepción,BUK SPA,76691442-K,1270 Oficina ICC,2025-06-13T11:48:17.003,2025-06-11T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,482576.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:11:11,Gastos Generales,N,S,N,N,4.01.03.22,4.01.03.22 Gastos Generales,1270,Oficina Central,Activo,405526.0,0.0
30817929,1416-154,1416-154,88,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,INGENIERIA FEYGA SPA,77495277-2,1416 Santa Isabel MPV,2025-06-13T13:16:46.68,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,52931292.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,02/26/2025 16:20:19,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,44480077.0,0.0
30818033,1413-398,1413-398,735576,Factura Electrónica (iHub),Factura Electrónica ,Recepción,OSVALDO ANTONIO PEREZ E HIJOS LTDA.,79848630-6,1413 Inacap Apoquindo acceso univ y otros,2025-06-13T13:22:24.653,2025-06-11T00:00:00,2025-07-11T00:00:00,11-06-2025,2025-06-11T00:00:00,$,312062.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:11:04,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1413,Inacap Apoquindo,Activo,262237.0,0.0
30818169,1419-28,1419-28,89,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MUEBLES REYES SPA,77298431-6,1419 Jhonny Rockets Mall Plaza Norte,2025-06-13T13:27:30.56,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,2380000.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,01/09/2025 18:03:02,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1419,Jhonny Rocket Mall Plaza Norte,Activo,2000000.0,0.0
30818172,1270-805,1270-805,355782,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ICONSTRUYE S.A.,96941720-0,1270 Oficina ICC,2025-06-13T13:28:15.827,2025-06-12T00:00:00,2025-07-12T00:00:00,12-06-2025,2025-06-12T00:00:00,$,1119252.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:11:02,Software,N,S,N,N,4.01.03.27,4.01.03.27 Software,1270,Oficina Central,Activo,940548.0,0.0
30818472,1416-155,1416-155,4,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCCIONES EZEPE INSTALACIONES SPA,78063176-7,1416 Santa Isabel MPV,2025-06-13T13:39:03.06,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,5094222.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/06/2025 14:16:42,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,4280859.0,0.0
30818475,1416-156,1416-156,188,Factura Electrónica (iHub),Factura Electrónica ,Recepción,"SERVICIOS, ARRIENDO DE ANDAMIOS Y MONTAJE AUSTRAL SPA",76911573-0,1416 Santa Isabel MPV,2025-06-13T13:39:51.073,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,823206.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:37,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1416,SISA MPV,Activo,691770.0,0.0
30819843,1417-187,1417-187,550,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,INVERSIONES   ELGUETA  SPA,77426931-2,1417 Marathon EU Viña,2025-06-13T15:45:06.863,2025-06-04T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,5966110.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:55:03,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,5013538.0,0.0
30819851,1418-84,1418-84,227181,Factura Electrónica (iHub),Factura Electrónica ,Recepción,FIJACIONES DE ACERO LIMITADA,96554050-4,1418 Piso 8 Costanera Center,2025-06-13T15:46:16.173,2025-06-09T00:00:00,2025-07-13T00:00:00,09-06-2025,2025-06-13T00:00:00,$,83241.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:11:00,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,69950.0,0.0
30819875,1416-157,1416-157,3472797,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1416 Santa Isabel MPV,2025-06-13T15:48:54.567,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,1541878.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,1295696.0,0.0
30822126,1418-85,1418-85,35143267,Factura Electrónica (iHub),Factura Electrónica ,Recepción,EASY RETAIL S.A.,76568660-1,1418 Piso 8 Costanera Center,2025-06-13T23:22:54.843,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,806862.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:13,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,678035.0,0.0
30822159,1418-86,1418-86,3635,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ALPA INGENIERIA LIMITADA,76142663-K,1418 Piso 8 Costanera Center,2025-06-13T23:24:15.917,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,1425739.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/16/2025 21:30:38,,,S,,,,,1418,Piso 8 Costanera Center,Activo,1198100.0,0.0
30822201,1418-87,1418-87,2507394,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1418 Piso 8 Costanera Center,2025-06-13T23:26:09.723,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,437750.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,367857.0,0.0
30823037,1419-29,1419-29,177,Factura Electrónica (iHub),Factura Electrónica ,Recepción,CONSTRUCTORA   FAS   SPA,77882438-8,1419 Jhonny Rockets Mall Plaza Norte,2025-06-14T11:16:56.307,2025-06-14T00:00:00,2025-07-14T00:00:00,14-06-2025,2025-06-14T00:00:00,$,238000.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/29/2024 15:28:04,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1419,Jhonny Rocket Mall Plaza Norte,Activo,200000.0,0.0
30823503,1418-88,1418-88,295,Factura Electrónica (iHub),Factura Electrónica ,Recepción,PEST AND GARDEN SPA,78011595-5,1418 Piso 8 Costanera Center,2025-06-15T10:46:29.94,2025-06-14T00:00:00,2025-07-15T00:00:00,14-06-2025,2025-06-15T00:00:00,$,107100.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:39,,,S,,,,,1418,Piso 8 Costanera Center,Activo,90000.0,0.0
30824595,1417-188,1417-188,330,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SERVIOS DE INGENIERIA CM LIMITADA,77497095-9,1417 Marathon EU Viña,2025-06-16T09:49:33.287,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,1053150.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,12/11/2024 14:44:47,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,885000.0,0.0
30825514,1416-158,1416-158,1472,Factura Electrónica (iHub),Factura Electrónica ,Recepción,INVERSIONES ESPACIO EXPERTO SPA,77478785-2,1416 Santa Isabel MPV,2025-06-16T10:57:34.553,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,1807019.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/16/2025 21:30:39,,,S,,,,,1416,SISA MPV,Activo,1518503.0,0.0
30827339,1419-30,1419-30,139899,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,COMERCIAL MULTICOMPANY LIMITADA,96556470-5,1419 Jhonny Rockets Mall Plaza Norte,2025-06-16T13:04:11.65,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,166795.0,Cancelada,No Asociada,Sin Pagos,Pago Crédito,07/09/2024 19:22:34,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1419,Jhonny Rocket Mall Plaza Norte,Activo,140164.0,0.0
30828775,1413-399,1413-399,3002,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,PASTORINI Y TORRES LIMITADA,76130279-5,1413 Inacap Apoquindo acceso univ y otros,2025-06-16T14:57:09.89,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,3990665.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/24/2025 21:41:39,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,3353500.0,0.0
30828819,1413-400,1413-400,867,Factura Electrónica (iHub),Factura Electrónica ,Recepción,CONSTRUCTORA SZABA SPA,76091528-9,1413 Inacap Apoquindo acceso univ y otros,2025-06-16T14:59:19.803,2025-06-13T00:00:00,2025-07-13T00:00:00,13-06-2025,2025-06-13T00:00:00,$,312518.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,03/25/2025 17:17:47,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,262620.0,0.0
30828901,1418-89,1418-89,41921,Factura Electrónica (iHub),Factura Electrónica ,Recepción,BAEBSA S.A.,76336177-2,1418 Piso 8 Costanera Center,2025-06-16T15:02:59.497,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,214200.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/19/2025 21:07:39,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1418,Piso 8 Costanera Center,Activo,180000.0,0.0
30828904,1418-90,1418-90,41922,Factura Electrónica (iHub),Factura Electrónica ,Recepción,BAEBSA S.A.,76336177-2,1418 Piso 8 Costanera Center,2025-06-16T15:03:12.907,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,357000.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/19/2025 21:07:39,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1418,Piso 8 Costanera Center,Activo,300000.0,0.0
30829461,1416-159,1416-159,3473447,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1416 Santa Isabel MPV,2025-06-16T15:37:02.903,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,1057435.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,888601.0,0.0
30830693,1418-91,1418-91,7021,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SOCIEDAD COMERCIAL E INDUSTRIAL JOSE REYES  HIJOS LTDA,76831960-K,1418 Piso 8 Costanera Center,2025-06-16T17:04:30.643,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,627796.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/18/2025 18:56:25,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,527560.0,0.0
30830866,1410-62,1410-62,312,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,SERVICIOS INTEGRALES JASPEC SPA,77371040-6,1410 Inst Elect Mezzanina CD Equinox,2025-06-16T17:22:40.207,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,23540716.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,07/09/2024 19:22:59,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1410,Inst Elec Mezzanina CD Equinox,Activo,19782114.0,0.0
30832873,1416-160,1416-160,205529,Factura Electrónica (iHub),Factura Electrónica ,Recepción,COMERCIAL L&B SPA,76339549-9,1416 Santa Isabel MPV,2025-06-16T21:00:55.997,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,1069179.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/23/2024 21:29:13,,,S,,,,,1416,SISA MPV,Activo,898470.0,0.0
30832979,1418-92,1418-92,4752,Factura Electrónica (iHub),Factura Electrónica ,Recepción,WLD LOGISTICA Y DISTRIBUCION SPA,76766209-2,1418 Piso 8 Costanera Center,2025-06-16T21:08:27.35,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,10210200.0,Aprobada,Totalmente Asociada,Pagada,DTE Pago Contado,06/18/2025 18:56:25,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,8580000.0,0.0
30833508,1416-161,1416-161,373,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,INOX CONSTRUCCIONES Y MONTAJES SPA,77847333-K,1416 Santa Isabel MPV,2025-06-17T00:38:55.193,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,4783205.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,08/26/2024 18:13:28,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,4019500.0,0.0
30833516,1419-31,1419-31,140258876,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SODIMAC S.A.,96792430-K,1419 Jhonny Rockets Mall Plaza Norte,2025-06-17T00:40:09.947,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,129242.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,04/18/2024 19:29:19,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1419,Jhonny Rocket Mall Plaza Norte,Activo,108607.0,0.0
30835507,1413-401,1413-401,7910239,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SEGUROS GENERALES SURAMERICANA S.A.,99017000-2,1413 Inacap Apoquindo acceso univ y otros,2025-06-17T09:47:59.42,2025-06-16T00:00:00,2025-07-17T00:00:00,17-06-2025,2025-06-17T00:00:00,UF,186675.0,Aprobada,Totalmente Asociada,Pagada,DTE Pago Contado,10/10/2024 12:57:31,Seguros,N,S,N,N,4.01.03.08,4.01.03.08 Seguros,1413,Inacap Apoquindo,Activo,156870.0,0.0
30835646,1416-162,1416-162,189,Factura Electrónica (iHub),Factura Electrónica ,Sin Documento Asociado,"SERVICIOS, ARRIENDO DE ANDAMIOS Y MONTAJE AUSTRAL SPA",76911573-0,1416 Santa Isabel MPV,2025-06-17T09:53:32.44,2025-06-17T00:00:00,2025-07-17T00:00:00,17-06-2025,2025-06-17T00:00:00,$,823206.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/16/2025 21:30:37,Arriendos obras,N,S,N,N,4.01.02.03,4.01.02.03 Arriendos de Maquinarias y Equipos,1416,SISA MPV,Activo,691770.0,0.0
30836131,1417-189,1417-189,37,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCCIONES Y OBRAS CIVILES CYNTHIA SUSANA DEL CARMEN LOYOLA CASTRO,78033968-3,1417 Marathon EU Viña,2025-06-17T10:49:24.94,2025-06-16T00:00:00,2025-07-16T00:00:00,16-06-2025,2025-06-16T00:00:00,$,2975000.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,06/18/2025 18:56:25,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,2500000.0,0.0
30836419,1416-163,1416-163,6585347,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1416 Santa Isabel MPV,2025-06-17T11:13:10.1,2025-06-17T00:00:00,2025-07-17T00:00:00,17-06-2025,2025-06-17T00:00:00,$,727376.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,611240.0,0.0
